id,wp_id,slug,status,title,description_html,description_text,permalink,region,categories,featured_image_url,gallery_image_urls,wp_created,wp_modified
16,1696,hawthorn-east,publish,Hawthorn East,"<p><strong>Why Hawthorn East ? </strong></p>
<p class=""p1""><b>Universities:</b><b></b></p>
<ul>
<li class=""p1"">Swinburne University of Technology (Hawthorn Campus): 3 km</li>
<li class=""p1"">University of Melbourne (Parkville Campus): 8 km()</li>
<li class=""p1"">Monash University (Caulfield Campus): 6 km()</li>
</ul>
<p> </p>
<p class=""p1""><b>Landmarks:</b><b></b></p>
<ul>
<li class=""p1"">Tooronga Village Shopping Centre: 0.2 km()</li>
<li class=""p1"">Tooronga Railway Station: 0.5 km</li>
<li class=""p1"">Anderson Park: 1 km</li>
<li class=""p1"">Patterson Reserve: 1 km</li>
<li class=""p1"">Glenferrie Oval: 3 km</li>
<li class=""p1"">Royal Botanic Gardens Victoria: 6 km()</li>
<li class=""p1"">Melbourne CBD: 8 km()</li>
</ul>
<p> </p>",Why Hawthorn East ? Universities: Swinburne University of Technology (Hawthorn Campus): 3 km University of Melbourne (Parkville Campus): 8 km() Monash University (Caulfield Campus): 6 km() Landmarks: Tooronga Village Shopping Centre: 0.2 km() Tooronga Railway Station: 0.5 km Anderson Park: 1 km Patterson Reserve: 1 km Glenferrie Oval: 3 km Royal Botanic Gardens Victoria: 6 km() Melbourne CBD: 8 km(),https://agent.sathomson.com.au/listing/hawthorn-east/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/06/Screenshot-2025-06-30-at-12.12.34 pm.png,null,6/27/2025 5:54,6/30/2025 2:23
17,1688,the-lonsdale,publish,The Lonsdale,"<p><strong>Why The Lonsdale ?</strong></p>
<p class=""p1""><b>Universities:</b><b></b></p>
<ul>
<li class=""p1"">Chisholm Institute (Dandenong Campus): 1.5 km</li>
<li class=""p1"">Lawson College Australia: 2 km</li>
<li class=""p1"">Dandenong Business College: 2.5 km</li>
<li class=""p1"">Deakin University (Dandenong Learning Centre): 2.5 km</li>
</ul>
<p> </p>
<p class=""p1""><b>Landmarks:</b><b></b></p>
<ul>
<li class=""p1"">Dandenong Market: 1.5 km()</li>
<li class=""p1"">Harmony Square: 1.8 km()</li>
<li class=""p1"">Drum Theatre: 2 km</li>
<li class=""p1"">Heritage Hill Museum & Gardens: 2.2 km</li>
<li class=""p1"">St James’ Anglican Church: 2.2 km</li>
<li class=""p1"">Dandenong Park: 2.5 km()</li>
<li class=""p1"">Bright Moon Buddhist Society: 3 km</li>
<li class=""p1"">Melbourne Cable Park: 7 km</li>
</ul>
<p>Notes :</p>
<ul>
<li class=""size-14"" lang=""x-size-14"">Perfect investor channel stock</li>
<li class=""size-14"" lang=""x-size-14"">Centrally located and surrounded by key arterials – Eastlink, Monash Freeway, Princess Hwy, Dandenong Bypass</li>
<li class=""size-14"" lang=""x-size-14"">The tallest and most significant residential apartment tower in Dandenong</li>
<li class=""size-14"" lang=""x-size-14"">10 levels | 107 apartments | 6 ground-floor retail – 97 x 2-bedroom, 9 x 1-bedroom, 4 x 3-bedroom</li>
<li class=""size-14"" lang=""x-size-14"">Government high-growth hub projected to attract $1B+ in private investment, 5,000 jobs, and 4,000 new homes.</li>
<li lang=""x-size-14"">No OC fees, No Council Rates for Year 1</li>
<li lang=""x-size-14"">Rental Guarantee 2 years at 5%</li>
</ul>","Why The Lonsdale ? Universities: Chisholm Institute (Dandenong Campus): 1.5 km Lawson College Australia: 2 km Dandenong Business College: 2.5 km Deakin University (Dandenong Learning Centre): 2.5 km Landmarks: Dandenong Market: 1.5 km() Harmony Square: 1.8 km() Drum Theatre: 2 km Heritage Hill Museum & Gardens: 2.2 km St James’ Anglican Church: 2.2 km Dandenong Park: 2.5 km() Bright Moon Buddhist Society: 3 km Melbourne Cable Park: 7 km Notes : Perfect investor channel stock Centrally located and surrounded by key arterials – Eastlink, Monash Freeway, Princess Hwy, Dandenong Bypass The tallest and most significant residential apartment tower in Dandenong 10 levels | 107 apartments | 6 ground-floor retail – 97 x 2-bedroom, 9 x 1-bedroom, 4 x 3-bedroom Government high-growth hub projected to attract $1B+ in private investment, 5,000 jobs, and 4,000 new homes. No OC fees, No Council Rates for Year 1 Rental Guarantee 2 years at 5%",https://agent.sathomson.com.au/listing/the-lonsdale/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/06/Screenshot-2025-06-27-at-3.16.52 pm.png,null,6/27/2025 5:25,9/3/2025 23:43
19,1672,roselle-springvale,publish,Roselle Springvale,"<p data-start=""0"" data-end=""17""><strong>Why Roselle Springvale? </strong></p>
<p class="""" data-start=""0"" data-end=""17""><strong data-start=""0"" data-end=""17"">Universities:</strong></p>
<ul data-start=""19"" data-end=""335"">
<li class="""" data-start=""19"" data-end=""95"">
<p class="""" data-start=""21"" data-end=""95""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Monash University (Clayton Campus): 7 km</span></p>
</li>
<li class="""" data-start=""97"" data-end=""173"">
<p class="""" data-start=""99"" data-end=""173""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Chisholm Institute (Springvale Campus): 3 km</span></p>
</li>
<li class="""" data-start=""175"" data-end=""253"">
<p class="""" data-start=""177"" data-end=""253""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Lotus Buddhist College Australia: 0.5 km</span></p>
</li>
<li class="""" data-start=""255"" data-end=""335"">
<p class="""" data-start=""257"" data-end=""335""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Keysborough College: 2 km</span></p>
</li>
</ul>
<p class="""" data-start=""337"" data-end=""351""><strong data-start=""337"" data-end=""351"">Landmarks:</strong></p>
<ul data-start=""353"" data-end=""679"">
<li class="""" data-start=""353"" data-end=""433"">
<p class="""" data-start=""355"" data-end=""433""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Hoa Nghiem Buddhist Temple: 0.5 km</span></p>
</li>
<li class="""" data-start=""435"" data-end=""515"">
<p class="""" data-start=""437"" data-end=""515""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Springvale Botanical Cemetery: 3 km</span></p>
</li>
<li class="""" data-start=""517"" data-end=""597"">
<p class="""" data-start=""519"" data-end=""597""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Wat Khmer Temple: 4 km</span></p>
</li>
<li class="""" data-start=""599"" data-end=""679"">
<p class="""" data-start=""601"" data-end=""679""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Sandown International Raceway: 5 km</span></p>
</li>
</ul>",Why Roselle Springvale? Universities: Monash University (Clayton Campus): 7 km Chisholm Institute (Springvale Campus): 3 km Lotus Buddhist College Australia: 0.5 km Keysborough College: 2 km Landmarks: Hoa Nghiem Buddhist Temple: 0.5 km Springvale Botanical Cemetery: 3 km Wat Khmer Temple: 4 km Sandown International Raceway: 5 km,https://agent.sathomson.com.au/listing/roselle-springvale/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/05/Roselle.png,null,5/5/2025 2:24,5/5/2025 2:24
20,1661,milli,publish,Milli,"<p data-start=""0"" data-end=""17""><strong>Why Milli</strong></p>
<p class="""" data-start=""0"" data-end=""17""><strong data-start=""0"" data-end=""17"">Universities:</strong></p>
<ul data-start=""19"" data-end=""272"">
<li class="""" data-start=""19"" data-end=""102"">
<p class="""" data-start=""21"" data-end=""102""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Monash University (Caulfield Campus): 7 km</span>​</p>
</li>
<li class="""" data-start=""104"" data-end=""187"">
<p class="""" data-start=""106"" data-end=""187""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Swinburne University of Technology (Hawthorn Campus): 9 km</span>​</p>
</li>
<li class="""" data-start=""189"" data-end=""272"">
<p class="""" data-start=""191"" data-end=""272""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">University of Melbourne (Parkville Campus): 10 km</span>​</p>
</li>
</ul>
<p class="""" data-start=""274"" data-end=""288""><strong data-start=""274"" data-end=""288"">Landmarks:</strong></p>
<ul data-start=""290"" data-end=""992"">
<li class="""" data-start=""290"" data-end=""373"">
<p class="""" data-start=""292"" data-end=""373""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Dendy Park: 1 km</span>​</p>
</li>
<li class="""" data-start=""375"" data-end=""458"">
<p class="""" data-start=""377"" data-end=""458""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Hurlingham Park: 1 km</span>​</p>
</li>
<li class="""" data-start=""460"" data-end=""547"">
<p class="""" data-start=""462"" data-end=""547""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Landcox Park: 2 km</span>​</p>
</li>
<li class="""" data-start=""549"" data-end=""636"">
<p class="""" data-start=""551"" data-end=""636""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Brighton Beach: 3 km</span>​</p>
</li>
<li class="""" data-start=""638"" data-end=""725"">
<p class="""" data-start=""640"" data-end=""725""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Bay Street Shopping Centre: 3 km</span></p>
</li>
<li class="""" data-start=""727"" data-end=""814"">
<p class="""" data-start=""729"" data-end=""814""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Church Street Shopping Precinct: 4 km</span>​</p>
</li>
<li class="""" data-start=""816"" data-end=""903"">
<p class="""" data-start=""818"" data-end=""903""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Royal Botanic Gardens Victoria: 9 km</span>​</p>
</li>
<li class="""" data-start=""905"" data-end=""992"">
<p class="""" data-start=""907"" data-end=""992""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Melbourne CBD: 10 km</span></p>
</li>
</ul>
<p> </p>",Why Milli Universities: Monash University (Caulfield Campus): 7 km ​ Swinburne University of Technology (Hawthorn Campus): 9 km ​ University of Melbourne (Parkville Campus): 10 km ​ Landmarks: Dendy Park: 1 km ​ Hurlingham Park: 1 km ​ Landcox Park: 2 km ​ Brighton Beach: 3 km ​ Bay Street Shopping Centre: 3 km Church Street Shopping Precinct: 4 km ​ Royal Botanic Gardens Victoria: 9 km ​ Melbourne CBD: 10 km,https://agent.sathomson.com.au/listing/milli/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/05/68UNIONSTV06BATHROOMR02-min.jpg,null,5/2/2025 3:20,5/2/2025 3:36
18,1676,wallert-townhouse,publish,Wallert Townhouse,,,https://agent.sathomson.com.au/listing/wallert-townhouse/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/05/Screenshot-2025-08-11-at-10.27.54 am.png,null,5/5/2025 2:33,8/11/2025 0:30
21,1650,early-sandringham,publish,Early Sandringham,"<p><strong>About Project</strong></p>
<ul style=""font-weight: 400;"">
<li><strong>Developer</strong>: DM Property, with construction by Saw Constructions.</li>
<li><strong>Architect & Interiors</strong>: Designed by Rothelowman with interiors by Adele Bates.</li>
<li><strong>Residences</strong>: 36 townhouses—25 three-bedroom and 10 four-bedroom homes.</li>
<li><strong>Completion</strong>: Construction is complete, with some townhomes ready for immediate occupancy.​</li>
</ul>
<p><strong>Why Early?</strong></p>
<p class="""" data-start=""0"" data-end=""17""><strong data-start=""0"" data-end=""17"">Universities:</strong></p>
<ul data-start=""19"" data-end=""187"">
<li class="""" data-start=""19"" data-end=""102"">
<p class="""" data-start=""21"" data-end=""102""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Sandringham College: 0.5 km</span>​</p>
</li>
<li class="""" data-start=""104"" data-end=""187"">
<p class="""" data-start=""106"" data-end=""187""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Monash University (Caulfield Campus): 9 km</span>​</p>
</li>
</ul>
<p class="""" data-start=""189"" data-end=""203""><strong data-start=""189"" data-end=""203"">Landmarks:</strong></p>
<ul data-start=""205"" data-end=""903"">
<li class="""" data-start=""205"" data-end=""288"">
<p class="""" data-start=""207"" data-end=""288""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Sandringham Beach: 0.2 km</span>​</p>
</li>
<li class="""" data-start=""290"" data-end=""373"">
<p class="""" data-start=""292"" data-end=""373""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Sandringham Band Rotunda: 0.3 km</span></p>
</li>
<li class="""" data-start=""375"" data-end=""458"">
<p class="""" data-start=""377"" data-end=""458""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Sandringham Yacht Club: 0.4 km</span>​</p>
</li>
<li class="""" data-start=""460"" data-end=""547"">
<p class="""" data-start=""462"" data-end=""547""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Trevor Barker Oval: 0.5 km</span></p>
</li>
<li class="""" data-start=""549"" data-end=""636"">
<p class="""" data-start=""551"" data-end=""636""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Sandringham Harbour Beach: 0.5 km</span>​</p>
</li>
<li class="""" data-start=""638"" data-end=""725"">
<p class="""" data-start=""640"" data-end=""725""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Half Moon Bay: 2.5 km</span></p>
</li>
<li class="""" data-start=""727"" data-end=""814"">
<p class="""" data-start=""729"" data-end=""814""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Brighton Beach: 3 km</span>​</p>
</li>
<li class="""" data-start=""816"" data-end=""903"">
<p class="""" data-start=""818"" data-end=""903""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Royal Botanic Gardens Victoria: 9 km</span></p>
</li>
</ul>","About Project Developer : DM Property, with construction by Saw Constructions. Architect & Interiors : Designed by Rothelowman with interiors by Adele Bates. Residences : 36 townhouses—25 three-bedroom and 10 four-bedroom homes. Completion : Construction is complete, with some townhomes ready for immediate occupancy.​ Why Early? Universities: Sandringham College: 0.5 km ​ Monash University (Caulfield Campus): 9 km ​ Landmarks: Sandringham Beach: 0.2 km ​ Sandringham Band Rotunda: 0.3 km Sandringham Yacht Club: 0.4 km ​ Trevor Barker Oval: 0.5 km Sandringham Harbour Beach: 0.5 km ​ Half Moon Bay: 2.5 km Brighton Beach: 3 km ​ Royal Botanic Gardens Victoria: 9 km",https://agent.sathomson.com.au/listing/early-sandringham/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/05/GabrielSaunders_George-St_Kitchen-Type-B-scaled.jpg,null,5/2/2025 2:01,5/2/2025 2:10
22,1645,deanside-townhomes,publish,Deanside Townhomes,"<p><strong>About this project</strong></p>
<p>Close to major roads (Western Freeway, Melton Highway), with future improvements to public transport (e.g. Melton Line electrification).</p>
<p>Future train stations & road duplication planned as part of Melbourne’s west development strategy</p>
<p><strong>EMPLOYMENT ACCESS</strong></p>
<p>Easy access to Sunshine, Melton, and even CBD (~30–40 mins), especially for trades and professionals.</p>
<p>Nearby industrial and logistics hubs (Truganina, Derrimut) continue to grow, providing stable employment</p>
<p><strong>Why Deanside Townhomes?</strong></p>
<p class="""" data-start=""0"" data-end=""17""><strong data-start=""0"" data-end=""17"">Universities:</strong></p>
<ul data-start=""19"" data-end=""187"">
<li class="""" data-start=""19"" data-end=""102"">
<p class="""" data-start=""21"" data-end=""102""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Victoria University (St Albans Campus): 7 km</span>​</p>
</li>
<li class="""" data-start=""104"" data-end=""187"">
<p class="""" data-start=""106"" data-end=""187""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Victoria University (Sunshine Campus): 9 km</span>​</p>
</li>
</ul>
<p class="""" data-start=""189"" data-end=""203""><strong data-start=""189"" data-end=""203"">Landmarks:</strong></p>
<ul data-start=""205"" data-end=""636"">
<li class="""" data-start=""205"" data-end=""288"">
<p class="""" data-start=""207"" data-end=""288""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Deanside Homestead Complex: 2 km</span>​<span class=""ms-1 inline-flex max-w-full items-center relative top-[-0.094rem] animate-[show_150ms_ease-in]""><a class=""flex h-4.5 overflow-hidden rounded-xl px-2 text-[0.5625em] font-medium text-token-text-secondary! bg-[#F4F4F4]! dark:bg-[#303030]! transition-colors duration-150 ease-in-out"" href=""https://vhd.heritage.vic.gov.au/reports/report_place_local/992?utm_source=chatgpt.com"" target=""_blank"" rel=""noopener""><span class=""relative start-0 bottom-0 flex h-full w-full items-center""><span class=""flex h-4 w-full items-center justify-between overflow-hidden""><span class=""max-w-full grow truncate overflow-hidden text-center"">Victorian Heritage Database</span></span></span></a></span></p>
</li>
<li class="""" data-start=""290"" data-end=""373"">
<p class="""" data-start=""292"" data-end=""373""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Caroline Springs Lake: 4 km</span>​</p>
</li>
<li class="""" data-start=""375"" data-end=""458"">
<p class="""" data-start=""377"" data-end=""458""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Kororoit Creek Trail: 5 km</span>​</p>
</li>
<li class="""" data-start=""460"" data-end=""547"">
<p class="""" data-start=""462"" data-end=""547""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Brimbank Park: 9 km</span>​</p>
</li>
<li class="""" data-start=""549"" data-end=""636"">
<p class="""" data-start=""551"" data-end=""636""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] bg-[#FCECC1] dark:bg-[#64572A] transition-colors duration-100 ease-in-out"">Hannah Watts Park: 10 km</span></p>
</li>
</ul>
<p> </p>
<p><strong>Notes :</strong></p>
<p>This is a single contract preperty.</p>
<p> </p>
<p> </p>","About this project Close to major roads (Western Freeway, Melton Highway), with future improvements to public transport (e.g. Melton Line electrification). Future train stations & road duplication planned as part of Melbourne’s west development strategy EMPLOYMENT ACCESS Easy access to Sunshine, Melton, and even CBD (~30–40 mins), especially for trades and professionals. Nearby industrial and logistics hubs (Truganina, Derrimut) continue to grow, providing stable employment Why Deanside Townhomes? Universities: Victoria University (St Albans Campus): 7 km ​ Victoria University (Sunshine Campus): 9 km ​ Landmarks: Deanside Homestead Complex: 2 km ​ Victorian Heritage Database Caroline Springs Lake: 4 km ​ Kororoit Creek Trail: 5 km ​ Brimbank Park: 9 km ​ Hannah Watts Park: 10 km Notes : This is a single contract preperty.",https://agent.sathomson.com.au/listing/deanside-townhomes/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/05/unnamed-1.jpg,null,5/2/2025 0:56,5/2/2025 4:22
23,1632,listing-1632,publish,Lago,"<p><strong>Why Lago ?</strong></p>
<p><strong>Universities:</strong></p>
<ul>
<li>Curtin University: 3 km</li>
<li>Murdoch University: 8 km</li>
<li>University of Western Australia: 9 km</li>
</ul>
<p><strong>Landmarks:</strong></p>
<ul>
<li>Como Secondary College: 1 km</li>
<li>South Perth Foreshore: 2 km</li>
<li>Perth Zoo: 2 km</li>
<li>Canning Bridge: 2 km</li>
<li>Kings Park and Botanic Garden: 5 km</li>
<li>Elizabeth Quay: 5 km</li>
<li>The Bell Tower: 5 km</li>
<li>Fraser Avenue Lookout: 5 km</li>
</ul>",Why Lago ? Universities: Curtin University: 3 km Murdoch University: 8 km University of Western Australia: 9 km Landmarks: Como Secondary College: 1 km South Perth Foreshore: 2 km Perth Zoo: 2 km Canning Bridge: 2 km Kings Park and Botanic Garden: 5 km Elizabeth Quay: 5 km The Bell Tower: 5 km Fraser Avenue Lookout: 5 km,https://agent.sathomson.com.au/listing/1632/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/05/Project14695_6-1-scaled.jpg,null,5/1/2025 4:10,5/1/2025 4:15
24,1616,cirque-duet,publish,Cirque Duet,"<p data-start=""0"" data-end=""17""><strong>Why Cirque Duet ? </strong></p>
<p class="""" data-start=""0"" data-end=""17""><strong data-start=""0"" data-end=""17"">Universities:</strong></p>
<ul data-start=""19"" data-end=""272"">
<li class="""" data-start=""19"" data-end=""102"">
<p class="""" data-start=""21"" data-end=""102""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Murdoch University: 6 km</span>​</p>
</li>
<li class="""" data-start=""104"" data-end=""187"">
<p class="""" data-start=""106"" data-end=""187""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">University of Notre Dame Australia (Fremantle Campus): 9 km</span>​</p>
</li>
<li class="""" data-start=""189"" data-end=""272"">
<p class="""" data-start=""191"" data-end=""272""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Curtin University: 10 km</span>​</p>
</li>
</ul>
<p class="""" data-start=""274"" data-end=""288""><strong data-start=""274"" data-end=""288"">Landmarks:</strong></p>
<ul data-start=""290"" data-end=""725"">
<li class="""" data-start=""290"" data-end=""373"">
<p class="""" data-start=""292"" data-end=""373""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Deep Water Point Reserve: 1 km</span>​</p>
</li>
<li class="""" data-start=""375"" data-end=""458"">
<p class="""" data-start=""377"" data-end=""458""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Wireless Hill Park: 2 km</span>​</p>
</li>
<li class="""" data-start=""460"" data-end=""547"">
<p class="""" data-start=""462"" data-end=""547""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Garden City Shopping Centre (Westfield Booragoon): 3 km</span>​</p>
</li>
<li class="""" data-start=""549"" data-end=""636"">
<p class="""" data-start=""551"" data-end=""636""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Canning Bridge: 2 km</span>​</p>
</li>
<li class="""" data-start=""638"" data-end=""725"">
<p class="""" data-start=""640"" data-end=""725""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Swan River Foreshore: 1 km</span></p>
</li>
</ul>",Why Cirque Duet ? Universities: Murdoch University: 6 km ​ University of Notre Dame Australia (Fremantle Campus): 9 km ​ Curtin University: 10 km ​ Landmarks: Deep Water Point Reserve: 1 km ​ Wireless Hill Park: 2 km ​ Garden City Shopping Centre (Westfield Booragoon): 3 km ​ Canning Bridge: 2 km ​ Swan River Foreshore: 1 km,https://agent.sathomson.com.au/listing/cirque-duet/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/05/Project14667_7.jpg,null,5/1/2025 2:20,5/1/2025 2:21
25,1605,ferntree-gully-prime-lands,publish,Ferntree Gully Prime Lands,"<p><strong>Why Ferntree Gully Prime Lands? </strong></p>
<p><strong>Universities:</strong></p>
<ul>
<li>Swinburne University of Technology (Wantirna Campus): 7 km</li>
</ul>
<p><strong>Landmarks:</strong></p>
<ul>
<li>Tim Neville Arboretum: 2 km</li>
<li>Dandenong Ranges National Park (1000 Steps Kokoda Walk): 3 km</li>
<li>Churchill National Park: 5 km</li>
<li>Puffing Billy Railway (Belgrave Station): 7 km</li>
<li>William Ricketts Sanctuary: 9 km</li>
<li>Dandenong Ranges Botanic Garden: 10 km</li>
</ul>",Why Ferntree Gully Prime Lands? Universities: Swinburne University of Technology (Wantirna Campus): 7 km Landmarks: Tim Neville Arboretum: 2 km Dandenong Ranges National Park (1000 Steps Kokoda Walk): 3 km Churchill National Park: 5 km Puffing Billy Railway (Belgrave Station): 7 km William Ricketts Sanctuary: 9 km Dandenong Ranges Botanic Garden: 10 km,https://agent.sathomson.com.au/listing/ferntree-gully-prime-lands/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/04/pgp1.png,null,4/28/2025 4:04,5/20/2025 6:41
26,1597,burwood-prime-land,publish,Burwood Prime Land,"<p data-start=""0"" data-end=""17""><strong>Why Burwood Prime Land?</strong></p>
<p class="""" data-start=""0"" data-end=""17""><strong data-start=""0"" data-end=""17"">Universities:</strong></p>
<ul data-start=""19"" data-end=""102"">
<li class="""" data-start=""19"" data-end=""102"">
<p class="""" data-start=""21"" data-end=""102""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Deakin University (Burwood Campus): 1 km</span>​</p>
</li>
</ul>
<p class="""" data-start=""104"" data-end=""118""><strong data-start=""104"" data-end=""118"">Landmarks:</strong></p>
<ul data-start=""120"" data-end=""543"">
<li class="""" data-start=""120"" data-end=""203"">
<p class="""" data-start=""122"" data-end=""203""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Burwood Brickworks Shopping Centre: 2 km</span>​</p>
</li>
<li class="""" data-start=""204"" data-end=""287"">
<p class="""" data-start=""206"" data-end=""287""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Wattle Park: 2 km</span></p>
</li>
<li class="""" data-start=""288"" data-end=""371"">
<p class="""" data-start=""290"" data-end=""371""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Gardiners Creek Reserve: 3 km</span>​</p>
</li>
<li class="""" data-start=""372"" data-end=""455"">
<p class="""" data-start=""374"" data-end=""455""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Box Hill Central Shopping Centre: 4 km</span>​</p>
</li>
<li class="""" data-start=""456"" data-end=""543"">
<p class="""" data-start=""458"" data-end=""543""><span class=""relative -mx-px my-[-0.2rem] rounded px-px py-[0.2rem] transition-colors duration-100 ease-in-out"">Chadstone Shopping Centre: 6 km</span></p>
</li>
</ul>
<p> </p>
<p><strong>Notes: </strong></p>
<p>only unit 2 and unit 3 are available at the same price</p>",Why Burwood Prime Land? Universities: Deakin University (Burwood Campus): 1 km ​ Landmarks: Burwood Brickworks Shopping Centre: 2 km ​ Wattle Park: 2 km Gardiners Creek Reserve: 3 km ​ Box Hill Central Shopping Centre: 4 km ​ Chadstone Shopping Centre: 6 km Notes: only unit 2 and unit 3 are available at the same price,https://agent.sathomson.com.au/listing/burwood-prime-land/,,null,https://agent.sathomson.com.au/wp-content/uploads/2025/04/WhatsApp-Image-2025-04-28-at-12.54.04-PM.jpeg,null,4/28/2025 3:53,5/20/2025 6:39
